,n_semesters,sum_credits,GPA,failed_subjects,FACULTAD,NOMBRE_PROGRAMA,gpa_last_semester,GENERO,EDAD,COLEGIO_PROCEDENCIA,PUNT_TOTAL,PUNT_AREA,ES_DESERTOR,Codigo
7840,1,19.0,3.110526315789474,4,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.11,F,23.0,IE PANAMERICANO PUENTE BOYACA,299,40,SI,66614502
7841,1,19.0,3.378947368421053,1,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.38,F,24.0,ESCUELA NORMAL SUPERIOR SANTIAGO DE TUNJA,270,37,SI,66614504
7842,9,168.0,3.6315476190476192,2,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.12,F,23.0,IE ANTONIO MARTINEZ DELGADO,43,44,NO,66614505
7843,1,19.0,3.357894736842105,1,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.36,F,31.0,INSTITUCIÓN EDUCATIVA DISTRITAL CONCEVI,47,48,SI,66614507
7844,8,130.0,3.198461538461538,10,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,1.24,F,33.0,INSTITUCIÓN EDUCATIVA COLEGIO DE SUGAMUXI,51,52,SI,66614508
7845,13,199.0,3.204522613065326,17,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,4.22,F,26.0,INSTITUTO GESTIÓN INFORMÁTICA Y GUÍA ACADÉMICA,41,37,NO,66614509
7846,10,174.0,3.528735632183908,4,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.52,F,27.0,I.E.T. COMERCIAL SAGRADO CORAZON DE JESUS,353,50,NO,66614510
7847,8,102.0,3.114705882352941,16,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.14,F,27.0,IE TEC JOSE IGNACIO DE MARQUEZ,329,135,SI,66614511
7848,9,170.0,3.514117647058824,3,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.28,F,28.0,COLEGIO TECNICO MUNICIPAL FRANCISCO DE PAULA SANTANDER,43,38,NO,66614512
7849,8,144.0,3.409722222222222,8,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.3,F,24.0,COL COOP COOSERVICIOS,332,49,SI,66614513
7850,3,41.0,1.8512195121951218,14,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,0.04,F,25.0,INST EDUC LIBERTADOR SIMON BOLIVAR,261,37,SI,66614514
7851,5,80.0,3.26875,8,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,2.77,F,24.0,COLEGIO ISABEL VALBUENA CIFUENTES,272,40,SI,66614515
7852,7,127.0,3.575590551181102,3,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.63,M,24.0,I.E. TÉCNICA ZULIA DE MARIPÍ,843,17,SI,66614516
7853,9,168.0,3.754166666666667,2,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.2,M,37.0,COLEGIO ANTONIO NARIÑO,338,50,NO,66614517
7854,1,19.0,1.0,9,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,1.0,F,24.0,COLEGIO BOYACA DE DUITAMA,325,49,SI,66614518
7855,6,108.0,3.7564814814814818,1,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.74,M,25.0,HUMBERTO TAFUR CHARRY,336,48,SI,66614519
7856,1,19.0,2.6315789473684212,6,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,2.63,F,25.0,COLEGIO CORPORACION SANTO DOMINGO,290,42,SI,66614520
7857,1,19.0,1.357894736842105,8,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,1.36,F,24.0,AMERICAN SCHOOL SAINT FRANCES,351,51,SI,66614521
7858,9,168.0,3.541666666666666,2,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.52,F,23.0,COLEGIO SALESIANO,335,45,NO,66614522
7859,4,45.0,2.9955555555555553,10,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,2.74,F,24.0,I.E. TEC IND ANTONIO RICAURTE,321,46,SI,66614523
7860,10,175.0,3.409714285714286,5,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.36,F,28.0,INSTITUTO SAN VICENTE DE PAUL,360,50,NO,66614524
7861,8,115.0,3.2791304347826085,12,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.36,F,28.0,INSTITUCIÓN EDUCATIVA LOS LIBERTADORES - SOGAMOSO,366,51,SI,66614525
7862,8,165.0,3.721212121212121,1,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.2,F,21.0,IE TEC JOSE IGNACIO DE MARQUEZ,356,50,NO,66614526
7863,7,115.0,3.4965217391304346,3,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.62,F,25.0,IE SERGIO CAMARGO,318,46,SI,66614527
7864,1,19.0,3.6052631578947367,0,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.61,M,24.0,COLEGIO TECNICO MUNICIPAL SIMON BOLIVAR,336,51,SI,66614529
7865,1,19.0,4.031578947368422,0,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,4.03,F,32.0,COLEGIO  INTEGRADO DON BOSCO,378,60,SI,66614531
7866,2,38.0,3.8184210526315794,0,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.62,F,24.0,INSTITUCIÓN EDUCATIVA COLEGIO DE SUGAMUXI,308,51,SI,66614535
7867,11,195.0,3.3943589743589753,8,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.36,F,24.0,IE BRAULIO GONZALEZ,50,53,NO,66614536
7868,1,14.0,1.2214285714285715,7,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,1.22,F,29.0,INSTITUTO SAN FERNANDO FERRINI,295,39,SI,66614537
7869,1,19.0,2.9578947368421056,4,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,2.96,F,25.0,I.E. SUSANA GUILLEMIN,307,45,SI,66614539
7870,7,133.0,3.473684210526316,3,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.4,F,25.0,ESCUELA NORMAL  SUPERIOR ANTONIA SANTOS,307,45,SI,66614540
7871,4,79.0,3.651898734177215,0,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.67,F,24.0,INSTITUTO TECNICO INDUSTRIAL RAFAEL REYES-DUITAMA,382,55,SI,66614541
7872,5,81.0,3.0530864197530865,12,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.04,F,26.0,CENTRO EDUCATIVO SAN AGUSTIN,274,41,SI,66614542
7873,11,194.0,3.3237113402061857,6,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.28,M,32.0,INST EDUC VIDA Y PAZ,306,44,NO,66614543
7874,2,38.0,3.978947368421052,0,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.91,M,24.0,I.E.T. COMERCIAL,330,55,SI,66614545
7875,3,45.0,2.017777777777778,13,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,0.18,F,27.0,IE ANTONIO NARIÑO,46,48,SI,66614546
7876,3,43.0,2.544186046511628,11,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,1.08,F,25.0,COLEGIO DE EDUCACION FORMAL FLEXIBLE SAN MATEO - TUNJA,303,42,SI,66614547
7877,9,173.0,3.460115606936416,4,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.04,F,22.0,COLEGIO DE BOYACÁ,318,45,NO,66614548
7878,8,165.0,3.696969696969697,1,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,2.96,F,21.0,I.E. HERNANDO GELVEZ SUAREZ,307,48,NO,66614549
7879,6,107.0,3.358878504672897,4,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.13,F,27.0,COLEGIO GUILLERMO LEON VALENCIA,45,46,SI,66615001
7880,9,183.0,3.4765027322404376,2,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,4.2,F,34.0,COLEGIO SAN RAFAEL,399,44,NO,66615002
7881,11,186.0,3.3844086021505375,11,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.36,F,23.0,INSTITUTO DE EDUCACION MEDIA DIVERSIFICADA INEM CARLOS ARTURO TORRES,314,47,NO,66615003
7882,8,165.0,3.5612121212121206,1,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.2,F,21.0,CENTRO EDUCATIVO VALENTIN GARCIA,241,48,NO,66615004
7883,7,120.0,2.7449999999999997,10,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,0.1,F,35.0,COLEGIO LICEO NACIONAL ANTONIA SANTOS (IED),403,47,SI,66615005
7884,3,41.0,2.690243902439024,8,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.24,F,24.0,LICEO COOPERATIVO CAMPESTRE,230,48,SI,66615006
7885,1,19.0,3.6842105263157894,1,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.68,F,23.0,LICEO DE LA PRESENTACION,292,43,SI,66615007
7886,9,167.0,3.792215568862276,2,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.28,F,27.0,COL JUANA VELASQUEZ,363,40,NO,66615009
7887,6,105.0,3.5419047619047617,1,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.44,F,26.0,COL SAN MIGUEL ARCANGEL - MONIQUIRÁ,301,41,SI,66615010
7888,8,165.0,3.6333333333333333,1,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.12,F,25.0,IE JUAN BAUTISTA MARIA VIANNEY,115,192,NO,66615013
7889,8,165.0,3.693939393939394,1,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.12,F,21.0,I.E. JUAN JOSE SAMANIEGO,264,52,NO,66615015
7890,7,99.0,2.9949494949494944,11,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,0.24,M,24.0,INSTITUTO DE EDUCACION MEDIA DIVERSIFICADA INEM CARLOS ARTURO TORRES,48,49,SI,66615016
7891,2,38.0,3.1210526315789475,6,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,2.76,F,28.0,COL COFRATERNIDAD DE SAN FERNANDO,342,43,SI,66615017
7892,6,109.0,3.460550458715596,2,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.36,F,24.0,I.E. SUSANA GUILLEMIN,252,51,SI,66615018
7893,1,19.0,3.231578947368421,3,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.23,F,25.0,LICEO ANGLO AMERICANO DE SOGAMOSO,317,48,SI,66615019
7894,11,170.0,3.7394117647058827,3,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.76,F,25.0,IE SIMON BOLIVAR - SORACÁ,339,49,NO,66615020
7895,2,38.0,3.5184210526315787,0,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.36,F,33.0,INSTITUTO DE P.M.S. AGUA TENDIDA,335,39,SI,66615021
7896,7,109.0,3.1825688073394494,11,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.03,F,27.0,IE JOSE MARIA CORDOBA - TAURAMENA,43,37,SI,66615022
7897,9,167.0,3.702395209580838,2,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.2,F,26.0,IE SAN MARCOS - MUZO,315,44,NO,66615023
7898,8,165.0,3.577575757575758,1,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.36,F,22.0,IE JORGE ELIECER GAITAN,266,53,NO,66615024
7899,9,170.0,3.608823529411764,3,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.52,M,21.0,I.E. PABLO VALETTE,51,51,NO,66615025
7900,1,19.0,3.878947368421052,0,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.88,F,24.0,COLEGIO DE BOYACÁ,365,52,SI,66615026
7901,11,193.0,3.524352331606218,6,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.6,F,25.0,LICEO DE LA PRESENTACION,290,57,NO,66615028
7902,9,181.0,3.510497237569061,1,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.9,F,28.0,I.E.T. COMERCIAL SAGRADO CORAZON DE JESUS,42,42,NO,66615029
7903,4,55.0,1.992727272727273,13,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,1.5,F,23.0,INSTITUCIÓN EDUCATIVA NUEVA GRANADA,50,53,SI,66615030
7904,12,180.0,3.401666666666667,13,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,4.19,F,25.0,INSTITUTO DE EDUCACION MEDIA DIVERSIFICADA INEM CARLOS ARTURO TORRES,235,46,NO,66615031
7905,8,165.0,3.8866666666666663,1,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.12,F,25.0,I.E. JOSÉ MARIA SILVA SALAZAR,350,50,NO,66615033
7906,8,125.0,3.58,1,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.84,F,23.0,I.E.T PANTANO DE VARGAS,273,54,NO,66615035
7907,10,168.0,3.663095238095238,3,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.52,F,22.0,IE TEC JOSE IGNACIO DE MARQUEZ,279,54,NO,66615036
7908,7,131.0,3.4702290076335878,2,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.21,F,28.0,IE TECNICA DE MONGUI,315,44,SI,66615037
7909,8,117.0,3.4205128205128204,3,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.1,F,24.0,I.E.T. AMBIENTAL SOTE PANELAS,264,51,NO,66615038
7910,6,88.0,3.1761363636363638,10,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.07,M,23.0,IE GUSTAVO ROMERO HERNANDEZ,252,50,SI,66615042
7911,1,19.0,3.5315789473684216,0,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.53,F,25.0,COLEGIO ACADÉMICO DE PAIPA,308,63,SI,66615043
7912,1,19.0,3.3736842105263154,2,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.37,F,23.0,COLEGIO SUAMOX,227,51,SI,66615044
7913,4,46.0,2.678260869565218,11,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,2.85,F,24.0,COLEGIO  INTEGRADO DON BOSCO,226,45,SI,66615045
7914,9,171.0,3.4859649122807026,3,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.36,F,32.0,INSTITUCIÓN EDUCATIVA ANTONIO JOSÉ SANDOVAL GÓMEZ DE TUNJA,44,43,NO,66615048
7915,8,165.0,3.8139393939393935,1,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.2,F,27.0,INSTITUCIÓN EDUCATIVA COLEGIO DE SUGAMUXI,51,51,NO,66615049
7916,6,111.0,3.4441441441441447,3,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.58,F,24.0,INSTITUCIÓN EDUCATIVA TECNICA AGROINDUSTRIAL CUSAGUI,520,53,SI,66615050
7917,8,132.0,3.3772727272727274,5,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.34,F,51.0,COLEGIO UNIVERSITARIO,230,47,NO,66615051
7918,7,133.0,3.430827067669173,3,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.41,F,24.0,IE JOSE MARIA CORDOBA - FLORIDA,39,39,SI,66615052
7919,7,93.0,3.222580645161291,7,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.11,F,23.0,COLEGIO DE EDUCACION FORMAL FLEXIBLE SAN MATEO - SOGAMOSO,242,48,SI,66615053
7920,4,55.0,3.0690909090909093,9,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,2.87,F,25.0,I.E.T DE PANQUEBA,42,45,SI,66615054
7921,8,165.0,3.8260606060606066,1,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.12,F,23.0,ESCUELA NORMAL  SUPERIOR ANTONIA SANTOS,376,55,NO,66615055
7922,4,54.0,2.572222222222222,13,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.4,F,28.0,I.E. LUIS HERNANDEZ VARGAS,242,36,SI,66615056
7923,1,19.0,3.4473684210526314,2,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.45,F,22.0,INSTITUTO INTEGRADO DE COMERCIO,264,52,SI,66615057
7924,2,36.0,2.041666666666666,8,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,0.09,F,27.0,COLEGIO COMERCIAL ADVENTISTA DE SOGAMOSO - CADES,52,53,SI,66615058
7925,8,165.0,3.6169696969696967,1,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.12,F,27.0,I.E.T. COMERCIAL SAGRADO CORAZON DE JESUS,377,45,NO,66615059
7926,9,168.0,3.5125,2,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.28,F,24.0,COLEGIO BOSTON,275,53,NO,66615060
7927,11,149.0,3.314765100671141,10,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.56,F,22.0,I.E. COLEGIO TECNICO AGROPECUARIO JOSE CELESTINO MUTIS,254,51,NO,66615062
7928,4,63.0,3.0603174603174605,10,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,2.38,M,28.0,I.E. SAN IGNACIO DE LOYOLA,361,50,SI,66615063
7929,10,191.0,3.4439790575916227,7,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.52,F,24.0,ESCUELA NORMAL SUPERIOR LEONOR ALVAREZ PINZON,268,54,NO,66615064
7930,7,100.0,3.095,14,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,2.62,F,23.0,I.E. HECTOR JULIO RANGEL QUINTERO,251,50,NO,66615066
7931,9,171.0,3.5865497076023396,4,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.36,F,22.0,COLEGIO NACIONALIZADO LA PRESENTACION,250,50,NO,66615067
7932,9,170.0,3.793529411764706,3,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.52,M,25.0,IE TEC LA LIBERTAD,303,48,NO,66615068
7933,2,35.0,3.2514285714285713,3,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.41,F,29.0,ATENEO AUTONOMO DE FLORENCIA,374,42,SI,66615069
7934,6,98.0,3.4683673469387757,5,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.18,F,26.0,I.E. SUSANA GUILLEMIN,378,52,SI,66615071
7935,7,97.0,3.3092783505154637,5,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.07,F,24.0,COLEGIO COLOMBO BRITANICO - DOSQUEBRADAS,254,49,SI,66615073
7936,3,41.0,2.748780487804878,9,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,2.98,M,30.0,INSTITUTO SAN FERNANDO FERRINI,331,48,SI,66615074
7937,5,75.0,2.9800000000000004,15,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.15,M,23.0,IE JESUS BERNAL PINZON,176,44,SI,66615501
7938,7,96.0,3.515625,3,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.25,F,23.0,IE TEC JOSE IGNACIO DE MARQUEZ,395,53,NO,66615502
7939,7,116.0,3.2784482758620688,6,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.19,F,27.0,IE TEC INDUSTRIAL,323,43,NO,66615503
7940,2,41.0,2.7292682926829266,8,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,1.42,F,26.0,IE. LICEO NACIONAL MAX SEIDEL,173,43,SI,66615505
7941,2,38.0,3.5289473684210533,1,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.35,F,25.0,COL DULCE CORAZON DE MARIA,258,52,SI,66615506
7942,2,35.0,1.7599999999999998,14,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,0.77,F,23.0,INSTITUCION EDUCATIVA SILVESTRE ARENAS,272,53,SI,66615507
7943,5,103.0,4.025242718446601,0,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,4.11,F,27.0,INSTITUCIÓN EDUCATIVA JULIUS SIEBER,47,46,SI,66615508
7944,11,167.0,3.324550898203593,17,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.95,F,23.0,I.E. PLINIO MENDOZA NEIRA,307,47,NO,66615509
7945,8,168.0,3.6214285714285714,2,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.44,F,36.0,COL. NTRA SRA DEL ROSARIO,373,40,NO,66615512
7946,9,168.0,3.7291666666666665,2,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.44,F,21.0,COL. NUESTRA SEÑORA DE FÁTIMA,265,53,NO,66615514
7947,3,50.0,2.454,11,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,1.86,F,28.0,INSTITUCIÓN EDUCATIVA POLITÉCNICO ÁLVARO GONZÁLEZ SANTANA,46,47,SI,66615515
7948,2,37.0,2.8297297297297304,8,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,2.66,F,27.0,ESCUELA NORMAL SUPERIOR SANTIAGO DE TUNJA,218,47,SI,66615518
7949,10,182.0,3.724175824175824,3,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.68,F,24.0,COL EL MINUTO DE DIOS,381,49,NO,66615519
7950,7,130.0,3.5392307692307696,3,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.1,F,24.0,I.E.T NACIONALIZADO DE PAUNA,360,51,NO,66615520
7951,1,19.0,3.931578947368421,0,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.93,F,24.0,INSTITUCIÓN EDUCATIVA FRANCISCO DE PAULA SANTANDER,362,55,SI,66615521
7952,7,91.0,3.592307692307693,5,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.79,F,28.0,I.E. SILVINO RODRIGUEZ,284,42,NO,66615525
7953,5,102.0,3.5421568627450983,1,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.6,F,28.0,COLEGIO DEPARTAMENTAL PABLO VI,417,45,SI,66615526
7954,8,165.0,3.7393939393939393,1,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.36,F,26.0,IE NORMAL SUPERIOR - SABOYÁ,44,44,NO,66615528
7955,7,96.0,3.3802083333333335,5,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.05,F,25.0,INSTITUTO TECNICO INDUSTRIAL RAFAEL REYES-DUITAMA,252,49,NO,66615529
7956,9,183.0,3.7038251366120214,2,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.52,F,22.0,IE TECNICA RAMON IGNACIO AVELLA,317,62,NO,66615530
7957,8,165.0,3.9218181818181814,1,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.44,F,22.0,ESCUELA NORMAL SUPERIOR LEONOR ALVAREZ PINZON,265,56,NO,66615531
7958,10,124.0,3.4693548387096773,6,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.78,F,38.0,INSTITUTO NUESTRA SEÑORA DE FATIMA-BARRANQUILLA,48,48,NO,66615532
7959,2,38.0,1.673684210526316,13,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,2.86,F,23.0,INST TEC EMPRESARIAL DEL NORTE DE CASANARE ITENCA,40,42,SI,66615533
7960,3,48.0,3.3041666666666667,3,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.25,F,22.0,IE EL PARAISO,271,55,SI,66615534
7961,6,90.0,3.5066666666666664,3,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.87,F,47.0,IE TECNICA NACIONALIZADA DE SAMACA,161,40,SI,66615535
7962,11,181.0,3.4607734806629833,8,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.36,F,23.0,COLEGIO DE LA PRESENTACION TUNJA,283,55,NO,66615536
7963,10,164.0,3.2902439024390238,8,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,2.79,F,23.0,IE TECNICA RAMON IGNACIO AVELLA,274,57,NO,66615537
7964,1,19.0,2.863157894736842,5,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,2.86,F,23.0,CORPORACIÓN UNIVERSITARIA DEL META,224,46,SI,66615538
7965,6,92.0,3.553260869565217,4,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.36,F,23.0,I.E.T. LISANDRO CELY,298,57,SI,66615539
7966,8,122.0,3.329508196721312,9,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.09,F,22.0,IE ANTONIO MARTINEZ DELGADO,232,47,NO,66615540
7967,6,121.0,3.791735537190083,0,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.73,F,22.0,COLEGIO ANTONIO NARIÑO,274,55,SI,66615541
7968,8,165.0,3.7254545454545456,1,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.28,F,22.0,COLEGIO JUAN XXIII,300,57,NO,66615542
7969,11,176.0,3.4778409090909093,12,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.88,F,23.0,ESCUELA NORMAL SUPERIOR LEONOR ALVAREZ PINZON,275,53,NO,66615543
7970,8,165.0,4.215757575757575,1,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.44,F,33.0,IE CARLOS ARTURO TORRES PEÑA,46,285,NO,66615544
7971,6,93.0,3.4666666666666663,4,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,2.84,F,29.0,IE LA INMACULADA,325,45,SI,66615545
7972,3,38.0,2.5500000000000003,12,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,2.4,F,32.0,COLEGIO DE EDUCACION FORMAL FLEXIBLE SAN MATEO - SOGAMOSO,215,42,SI,66615546
7973,1,19.0,2.8631578947368426,4,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,2.86,F,24.0,I.E.T. DE NOBSA,291,47,SI,66615547
7974,11,135.0,3.0651851851851846,21,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.2,F,26.0,I.E. JORGE ELIECER GAITAN - MEDELLÍN,260,44,NO,66615548
7975,11,166.0,3.401807228915663,11,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,4.32,F,35.0,LIC. CHIQUINQUIRÁ,244,44,NO,66615549
7976,1,19.0,3.3000000000000003,2,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.3,F,26.0,INST SOLUCION EDUCATIVA SOLED,312,54,SI,66615550
7977,1,10.0,0.22999999999999998,4,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,0.23,M,32.0,IE CARLOS LLERAS RESTREPO - YOPAL,222,44,SI,66615551
7978,10,171.0,3.5608187134502924,3,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,4.3,F,24.0,IE TEC INDUSTRIAL,275,46,NO,66615552
